restaurant_name,borough,building_num,street,zip_code,phone_num
PLAZA TULCINGO RESTAURANT,BRONX,10,EAST CLARKE PLACE,10452,(718)681-5020
PLENTY'S PARADISE,BROOKLYN,992,ROGERS AVE,11226,(718)675-2002
PLEROMA,MANHATTAN,220,E 42ND ST,10017,(212)922-2146
PLG COFFEE HOUSE AND TAVERN,BROOKLYN,499,ROGERS AVE,11225,(347)413-7944
PLOWSHARES COFFEE,MANHATTAN,2730,BROADWAY,10025,(212)222-0280
PLOWSHARES COFFEE ROASTERS,MANHATTAN,1351,AMSTERDAM AVE,10027,(844)294-0125
PLUG UGLIES,MANHATTAN,256,3RD AVE,10010,(212)780-1944
PLUM TOMATOES PIZZERIA & RESTAURANT,QUEENS,420,BEACH  129 STREET,11694,(718)474-1775
PLUM TREE RESTAURANT,BROOKLYN,1832,SCHENECTADY AVENUE,11234,(718)676-7470
PLUNGE,MANHATTAN,18,9TH AVE,10014,(212)660-6737
PLYMOUTH CAFE,BROOKLYN,90,HENRY STREET,11201,(718)624-0074
PN WOOD FIRED PIZZA,MANHATTAN,246,5TH AVE,10001,(646)964-4834
PO TOI O EXPRESS,QUEENS,8253,BROADWAY,11373,(646)204-0755
PO' MI,BROOKLYN,561,GATES AVE,11221,(718)872-6773
POCHA 32,MANHATTAN,15,WEST 32 STREET,10001,(212)279-1876
POCHANA,QUEENS,3316,30TH AVE,11103,(718)956-9559
POCION,MANHATTAN,704,W 177TH ST,10033,(919)809-3657
POCKET BAR NYC,MANHATTAN,455,W 48TH ST,10036,(646)682-9062
POCO,MANHATTAN,33,AVENUE B,10009,(212)228-4461
POCO LOCO BAR,STATEN ISLAND,8,VANDUZER STREET,10301,(347)825-8858
POD CAFE,MANHATTAN,230,EAST 51 STREET,10022,(212)355-0300
POINT BRAZIL,QUEENS,3801,31 AVENUE,11103,(718)278-1934
POINT BREAK,MANHATTAN,12,WEST   45 STREET,10036,(212)391-8053
POKE BAR,MANHATTAN,1333,BROADWAY,10018,(212)244-4320
POKE BOWL,MANHATTAN,104,FULTON ST,10038,(212)775-8540
POKE BOWL,MANHATTAN,840,8TH AVE,10019,(917)261-5581
POKE BOWL STATION,BROOKLYN,2037,86TH ST,11214,(718)795-5828
POKE BOWL STATION,BROOKLYN,237,FLATBUSH AVE,11217,(347)335-0700
POKE BOWL STATION,BROOKLYN,6116,7TH AVE,11220,(347)671-4116
POKE BURRITO,QUEENS,3707,30TH AVE,11103,(929)328-0041
POKE CHAN,MANHATTAN,315,5TH AVE,10016,(646)449-8842
POKE CITY,BROOKLYN,80,LIVINGSTON ST,11201,(917)359-5308
POKE FRESH SUSHI,MANHATTAN,1588,YORK AVE,10028,(212)535-5798
POKE FUN,MANHATTAN,334,W 37TH ST,10018,(212)695-8388
POKE FUSION,STATEN ISLAND,2351,HYLAN BLVD,10306,(347)279-0600
POKE GREEN,MANHATTAN,275,GREENWICH ST,10007,(212)233-0088
POKE GREEN,MANHATTAN,3,HANOVER SQ,10004,(212)361-3777
POKE INN,MANHATTAN,357,W 49TH ST,10019,(212)510-8005
POKE ISLAND GRILL,STATEN ISLAND,2655,RICHMOND AVE,10314,(917)770-6186
POKE JUNKE,MANHATTAN,38,W 38TH ST,10018,(917)882-2898
POKE N' ROLL,MANHATTAN,441,E 9TH ST,10009,(212)420-7653
POKE NOM,BROOKLYN,2145,86TH ST,11214,(718)373-7653
POKE RESTAURANT,MANHATTAN,343,E 85TH ST,10028,(212)249-0569
POKE SIGNATURE,MANHATTAN,200,W 41ST ST,10036,(646)885-6060
POKE STOP,BROOKLYN,1720,SHEEPSHEAD BAY RD,11235,(718)676-7878
POKE SUSHI,BROOKLYN,2706,AVENUE U,11229,(718)616-0028
POKE WAVE,QUEENS,3507,BROADWAY,11106,(959)999-1025
POKE ZEST,BROOKLYN,629,MANHATTAN AVE,11222,(718)349-8999
POKE ZONE,BROOKLYN,67 1/2,6TH AVE,11217,(718)710-3923
POKEBAB,BROOKLYN,209,BEDFORD AVE,11211,(718)218-8888
POKEBAB,MANHATTAN,2047A,BROADWAY,10023,(203)767-1576
POKEBAB,MANHATTAN,80,BROAD ST,10004,(646)351-6011
POKEGREEN,MANHATTAN,164,PEARL ST,10005,(917)543-6570
POKETERIA,MANHATTAN,3,E 36TH ST,10016,(212)689-8985
POKEWAVE,QUEENS,13527,ROOSEVELT AVE,11354,(917)868-1097
POKEWORKS,BROOKLYN,258,7TH AVE,11215,(716)404-3080
POKEWORKS,MANHATTAN,23,E 15TH ST,10003,(646)395-9884
POKEWORKS,MANHATTAN,63,W 37TH ST,10018,(212)575-8881
POKEWORKS (Entrance is on 41st street between Lexington & Park),Missing,122,E 42ND ST,10168,(646)653-9793
POKEZONE ONE,MANHATTAN,61,LEXINGTON AVE,10010,(646)692-4078
POKITO,BROOKLYN,155,S 4TH ST,11211,(917)909-1542
POLANCO'S RESTAURANT,QUEENS,3313,108TH ST,11368,(718)565-9598
POLASH INDIAN CUISINE RESTAURANT,MANHATTAN,2179,3 AVENUE,10035,(212)410-0276
POLISH NATIONAL HOME,BROOKLYN,261,DRIGGS AVENUE,11222,(718)387-5252
POLITO'S PIZZA,QUEENS,3812,BROADWAY,11103,(718)626-6344
POLKA DOT,BROOKLYN,726,MANHATTAN AVE,11222,(718)349-2884
POLLERIA AZOGUENITA,QUEENS,9123,37TH AVE,11372,(718)651-1209
POLLO CAMPERO,BRONX,1590,WESTCHESTER AVE,10472,(516)503-5301
POLLO CAMPERO,BRONX,2450,GRAND CONCOURSE,10458,(718)933-4261
POLLO CAMPERO,BROOKLYN,4518,5TH AVE,11220,(718)436-2835
POLLO CAMPERO,QUEENS,10326,ROOSEVELT AVENUE,11368,(718)205-6943
POLLO CAMPERO,QUEENS,14612,JAMAICA AVE,11435,(718)925-1945
POLLO D' ORO,BROOKLYN,306,GOLD ST,11201,(718)855-8088
POLLO DORADO FRIED CHICKEN,MANHATTAN,1497,ST NICHOLAS AVENUE,10033,(212)795-2569
POLLO INKA PERU,QUEENS,11220,QUEENS BOULEVARD,11375,(718)275-2828
POLLO SABROSO RESTAURANT,BRONX,216,E 198TH ST,10458,(716)907-1057
POLLOS A LA BARASA MARIO,QUEENS,4019,BROADWAY,11103,(718)932-2424
POLLOS A LA BRASA MARIO,QUEENS,6201,WOODSIDE AVENUE,11377,(718)205-9898
POLLOS A LA BRASA MARIO,QUEENS,8101,ROOSEVELT AVENUE,11372,(718)639-5555
POLLOS A LA BRASA MARIO,QUEENS,8302,37 AVENUE,11372,(718)457-8800
POLLOS A LA BRASA MARION,QUEENS,6901,ROOSEVELT AVENUE,11377,(718)779-8100
POLLOS DONA MARIA,QUEENS,9303,JAMAICA AVENUE,11421,(718)805-4000
POLLOS MARIO,QUEENS,8613,ROOSEVELT AVENUE,11372,(718)205-7777
POLLOS MARIO WOODHAVEN,QUEENS,6320,WOODHAVEN BOULEVARD,11374,(718)565-2055
POLO CAFFE,BROOKLYN,803,8TH AVE,11215,(347)987-4790
POLONICA,BROOKLYN,8303,3RD AVE,11209,(718)630-5805
POLOSUD,MANHATTAN,166,MOTT ST,10013,(646)476-6172
POLPETTE 71,MANHATTAN,71,WEST   71 STREET,10023,(212)875-1512
POLYGON,BROOKLYN,299,VANDERVOORT AVE,11211,(917)415-0634
POMMES FRITES,MANHATTAN,128,MACDOUGAL ST,10012,(212)674-1234
POMODORO,MANHATTAN,518,9 AVENUE,10018,(212)239-7019
POMODORO RISTORANTE,MANHATTAN,229,COLUMBUS AVENUE,10023,(212)721-3009
POMODORO RISTORANTE,MANHATTAN,51,SPRING STREET,10012,(212)966-9229
PONCHE TAQUERIA,MANHATTAN,420,WEST   49 STREET,10019,(212)581-1235
PONDICHERI,MANHATTAN,15,W 27TH ST,10001,(713)820-0154
PONGAL INDIAN CUISINE,MANHATTAN,110,LEXINGTON AVENUE,10016,(212)696-9458
PONGSRI THAI RESTAURANT,MANHATTAN,244,WEST   48 STREET,10036,(212)582-3392
PONTE VECCHIO,BROOKLYN,8810,4 AVENUE,11209,(718)238-6449
PONTENTIAL VEGETAL (PV HERBS & VITAMINS),BROOKLYN,1358,FLATBUSH AVE,11210,(718)421-6030
PONTICELLO BAYBRIDGE PIZZERIA & RESTAURANT,QUEENS,20818,CROSS ISLAND PARKWAY,11360,(718)352-6606
PONTY BISTRO,MANHATTAN,144,W 139TH ST,10030,(212)234-6474
POP & POUR,MANHATTAN,200,DYCKMAN ST,10040,(646)998-3766
POP CAKES  (DEKALB MARKET),BROOKLYN,445,GOLD ST,11201,(646)339-1442
POP'S COFFEE DINER,QUEENS,4429B,KISSENA BOULEVARD,11355,(718)463-7719
POP'S RESTAURANT,BROOKLYN,1511,NEPTUNE AVENUE,11224,(718)333-2880
POP'S RESTAURANT,QUEENS,8522,JAMAICA AVE,11421,(718)846-2037
POPBAR,MANHATTAN,5,CARMINE STREET,10014,(212)255-4874
POPEYES,BRONX,119,WEST KINGSBRIDGE ROAD,10468,(718)548-3010
POPEYES,BRONX,1201,EAST  233 STREET,10466,(347)945-4700
POPEYES,BRONX,1380,JEROME AVE,10452,(718)736-0999
POPEYES,BRONX,1602,BRUCKNER BLVD,10473,(718)630-5535
POPEYES,BRONX,1905,STORY AVENUE,10473,(718)239-0999
POPEYES,BRONX,205,WEST  231 STREET,10463,(718)796-2959
POPEYES,BRONX,2174,WHITE PLAINS RD,10462,(347)851-3001
POPEYES,BRONX,2195,GRAND CONCOURSE,10453,(718)365-4400
POPEYES,BRONX,2751,BOSTON ROAD,10469,(718)380-8334
POPEYES,BRONX,2809,3RD AVE,10455,(347)862-7717
POPEYES,BRONX,3411,JEROME AVE,10467,(929)222-5000
POPEYES,BRONX,360,BAYCHESTER AVENUE,10475,(718)320-3600
POPEYES,BRONX,400,EAST TREMONT AVENUE,10457,(718)294-7039
POPEYES,BRONX,4399,WHITE PLAINS RD,10466,(718)653-1100
POPEYES,BRONX,499,EAST  163 STREET,10451,(347)591-1570
POPEYES,BRONX,557,GRAND CONCOURSE,10451,(718)708-6650
POPEYES,BRONX,815,HUTCHINSON RIVER PKWY,10465,(347)281-4330
POPEYES,BRONX,845,EAST  149 STREET,10455,(718)292-6881
POPEYES,BRONX,949,EAST  174 STREET,10460,(718)542-7147
POPEYES,BROOKLYN,1058,FLUSHING AVE,11237,(347)404-7042
POPEYES,BROOKLYN,1058B,FLUSHING AVE,11237,(347)663-1130
POPEYES,BROOKLYN,1126,EASTERN PARKWAY,11213,(718)756-6750
POPEYES,BROOKLYN,1128,MYRTLE AVENUE,11206,(718)919-3451
POPEYES,BROOKLYN,1153,FULTON ST,11216,(718)230-8918
POPEYES,BROOKLYN,1220,SURF AVENUE,11224,(718)676-9535
POPEYES,BROOKLYN,1422,FULTON ST,11216,(718)604-4792
POPEYES,BROOKLYN,1465,MYRTLE AVENUE,11237,(718)381-9681
POPEYES,BROOKLYN,1630,BUSHWICK AVE,11207,(718)872-6036
POPEYES,BROOKLYN,1994,ATLANTIC AVENUE,11233,(718)221-1994
POPEYES,BROOKLYN,2010,86 STREET,11214,(718)373-1061
POPEYES,BROOKLYN,2082,ROCKAWAY PKWY,11236,(347)885-4284
POPEYES,BROOKLYN,2158,NOSTRAND AVE,11210,(718)736-0995
POPEYES,BROOKLYN,290,UTICA AVE,11213,(917)684-6789
POPEYES,BROOKLYN,3442,NOSTRAND AVE,11229,(718)676-0888
POPEYES,BROOKLYN,40,EMPIRE BOULEVARD,11225,(718)284-9303
POPEYES,BROOKLYN,4918,5TH AVE,11220,(917)909-1708
POPEYES,BROOKLYN,4930,KINGS HIGHWAY,11234,(718)484-4754
POPEYES,BROOKLYN,5100,KINGS PLZ,11234,(718)377-3508
POPEYES,BROOKLYN,520,CLARKSON AVE,11203,(718)552-2921
POPEYES,BROOKLYN,6013,7TH AVENUE,11220,(718)238-4100
POPEYES,BROOKLYN,624,SOUTH CONDUIT BOULEVARD,11208,(718)827-7712
POPEYES,BROOKLYN,6516,18TH AVE,11204,(718)232-1629
POPEYES,BROOKLYN,682,ROCKAWAY AVE,11212,(917)562-8121
POPEYES,BROOKLYN,709,BRIGHTON BEACH AVE,11235,(718)759-2995
POPEYES,BROOKLYN,712,BROADWAY,11206,(929)387-8513
POPEYES,BROOKLYN,722,FLATBUSH AVENUE,11225,(718)856-7880
POPEYES,BROOKLYN,736,LINDEN BLVD,11203,(347)663-8668
POPEYES,BROOKLYN,760,NEW LOTS AVE,11207,(718)427-1387
POPEYES,BROOKLYN,80,COURT STREET,11201,(718)422-0835
POPEYES,BROOKLYN,8221,FLATLANDS AVE,11236,(718)513-4911
POPEYES,BROOKLYN,8221,FLATLANDS AVENUE,11236,(718)513-4911
POPEYES,BROOKLYN,850,PENNSYLVANIA AVENUE,11207,(718)485-0500
POPEYES,BROOKLYN,9216,CHURCH AVENUE,11236,(718)566-0566
POPEYES,BROOKLYN,970,FLATBUSH AVENUE,11226,(347)955-5356
POPEYES,MANHATTAN,122,E 125TH ST,10035,(646)669-7282
POPEYES,MANHATTAN,125,CANAL STREET,10002,(212)966-7077
POPEYES,MANHATTAN,1908,3RD AVE,10029,(646)868-8120
POPEYES,MANHATTAN,2300,ADAM CLAYTON POWELL JR BLVD,10030,(718)736-0999
POPEYES,MANHATTAN,240,WEST   40 STREET,10018,(212)764-7071
POPEYES,MANHATTAN,2730,FREDRICK DOUGLAS BOULEVARD,10039,(212)694-9293
POPEYES,MANHATTAN,321,WEST  125 STREET,10027,(212)932-9636
POPEYES,MANHATTAN,47,WEST   14 STREET,10011,(212)206-8405
POPEYES,MANHATTAN,53,WEST  116 STREET,10026,(212)289-0440
POPEYES,MANHATTAN,601,WEST  172 STREET,10032,(212)781-1570
POPEYES,MANHATTAN,601,WEST  191 STREET,10040,(212)795-3614
POPEYES,MANHATTAN,75,LEXINGTON AVENUE,10010,(212)725-7033
POPEYES,MANHATTAN,96,WALKER STREET,10013,(212)219-9191
POPEYES,QUEENS,10413,LEFFERTS BOULEVARD,11419,(718)322-2127
POPEYES,QUEENS,11000,ROCKAWAY BOULEVARD,11420,(718)215-3308
POPEYES,QUEENS,11725,FARMERS BLVD,11412,(718)723-8500
POPEYES,QUEENS,12210,GUY R BREWER BLVD,11434,(718)712-1200
POPEYES,QUEENS,13344,WHITESTONE EXPY,11354,(718)886-3300
POPEYES,QUEENS,14202,ROCKAWAY BOULEVARD,11436,(718)323-3500
POPEYES,QUEENS,1426,CORNAGA AVE,11691,(347)885-4287
POPEYES,QUEENS,16525,LIBERTY AVENUE,11433,(718)523-4233
POPEYES,QUEENS,16624,HILLSIDE AVENUE,11432,(718)658-4180
POPEYES,QUEENS,19702,HILLSIDE AVENUE,11423,(718)464-3636
POPEYES,QUEENS,20520,JAMAICA AVENUE,11423,(718)736-8310
POPEYES,QUEENS,21710,HILLSIDE AVENUE,11427,(718)465-6812
POPEYES,QUEENS,21820,JAMAICA AVENUE,11428,(718)465-9510
POPEYES,QUEENS,21903,N CONDUIT AVE,11413,(718)413-5947
POPEYES,QUEENS,24501,FRANCIS LEWIS BLVD,11422,(718)276-3010
POPEYES,QUEENS,3278,48TH ST,11103,(718)606-6034
POPEYES,QUEENS,3318,21ST ST,11106,(347)531-0906
POPEYES,QUEENS,4006,MAIN STREET,11354,(718)886-5836
POPEYES,QUEENS,4010,82ND ST,11373,(718)779-7728
POPEYES,QUEENS,85-15,ROCKAWAY BEACH BLVD,11693,(718)945-2815
POPEYES,QUEENS,8760,SUTPHIN BOULEVARD,11435,(718)658-4497
POPEYES,QUEENS,8930,QUEENS BOULEVARD,11373,(718)507-2634
POPEYES,QUEENS,9215,PARSONS BOULEVARD,11433,(718)298-9000
POPEYES,QUEENS,96-23,57 AVENUE,11368,(718)592-5700
POPEYES,STATEN ISLAND,1351,FOREST AVENUE,10302,(718)720-1545
POPEYES,STATEN ISLAND,2655,RICHMOND AVE,10314,(718)227-1100
POPEYES LOUISIANA KITCHEN,MANHATTAN,252,8TH AVE,10011,(917)388-2023
POPEYES LOUISIANA KITCHEN,QUEENS,9220,JAMAICA AVE,11421,(718)846-0950
POPINA,BROOKLYN,127,COLUMBIA ST,11231,(718)222-1901
POPPY'S,BROOKLYN,189,COLUMBIA ST,11231,(646)459-2716
POPPY'S CATERING & EVENTS,BROOKLYN,243,DEGRAW STREET,11231,(646)459-2716
POQUITO PICANT,BROOKLYN,497,ATLANTIC AVE,11217,(718)246-1700
PORCHLIGHT,MANHATTAN,271,11TH AVE,10001,(212)981-6188
PORT O CALL,QUEENS,9310,WOODHAVEN BLVD,11421,(347)684-7738
PORT ROYAL JAMAICAN RESTAURANT,QUEENS,11307,SUTPHIN BOULEVARD,11435,(718)323-6611
PORTABLE CHEF,MANHATTAN,2191,3RD AVE,10035,(917)657-8888
PORTAL LATINO RESTAURANT,BROOKLYN,217,SMITH ST,11201,(718)246-1416
PORTENO,MANHATTAN,299,10 AVENUE,10001,(212)695-9694
PORTER HOUSE BAR & GRILL,MANHATTAN,10,COLUMBUS CIRCLE,10019,(212)823-9500
PORTEÃAS,BROOKLYN,557,LORIMER ST,11211,(917)826-9951
PORTO BELLO PIZZERIA & RESTAURANT,QUEENS,43-18,DITMARS BLVD,11105,(718)204-8766
PORTO PRINCE STAR RESTAURANT,QUEENS,22113,LINDEN BOULEVARD,11411,(718)525-9006
PORTO SALVO,BRONX,424,E 161ST ST,10451,(929)376-7866
PORTOFINO,QUEENS,10932,ASCAN AVENUE,11375,(718)261-1239
PORTOFINO CAFE,BRONX,2008,WILLIAMSBRIDGE RD,10461,(646)266-0713
PORTOFINO PIZZA,STATEN ISLAND,55,GUNTON PL,10309,(718)966-8700
PORTOFINO RESTAURANT,BRONX,555,CITY ISLAND AVENUE,10464,(718)885-1220
PORTUGRILL,MANHATTAN,1215,LEXINGTON AVE,10028,(917)261-4001
POSH,MANHATTAN,405,WEST 51 STREET,10019,(212)957-2222
POSH POP BAKESHOP,MANHATTAN,192,BLEECKER ST,10012,(732)664-6777
POST,MANHATTAN,42,AVENUE B,10009,(646)541-0922
POST BILLIARDS CAFE,MANHATTAN,154,POST AVENUE,10034,(212)569-1840
POST NO BILLS,BROOKLYN,253,BUSHWICK AVENUE,11206,(347)721-3631
POST POINT CAFE,STATEN ISLAND,1065,POST AVE,10302,(718)682-1268
POSTITANO,BROOKLYN,10018,4TH AVE,11209,(718)833-1313
POSTMARK CAFE,BROOKLYN,326,6 STREET,11215,(718)768-2613
POSTO,MANHATTAN,310,2 AVENUE,10003,(646)942-1644
POT NOODLE,QUEENS,8000,COOPER AVE,11385,(718)666-5298
POT PA HOTPOT,QUEENS,5914,MAIN ST,11355,(347)438-1063
POTALA RESTAURANT,QUEENS,3765,74TH ST,11372,(347)649-4550
POTATO CORNER,QUEENS,9015,QUEENS BLVD,11373,(646)643-0589
POTBELLY SANDWICH,MANHATTAN,366,5 AVENUE,10001,(646)289-4207
POTBELLY SANDWICH SHOP,MANHATTAN,22,EAST   17 STREET,10003,(646)289-4204
POTBELLY SANDWICH WORKS,BROOKLYN,345,ADAMS STREET,11201,(212)897-1872
POTBELLY SANDWICH WORKS,MANHATTAN,100,PARK AVE,10017,(646)753-5170
POTBELLY SANDWICH WORKS,MANHATTAN,101,MAIDEN LANE,10038,(646)289-4201
POTBELLY SANDWICH WORKS,MANHATTAN,127,FULTON ST,10038,(646)307-4896
POTBELLY SANDWICH WORKS,MANHATTAN,150,EAST   44 STREET,10017,(646)289-4202
POTBELLY SANDWICH WORKS,MANHATTAN,150,EAST   52 STREET,10022,(646)289-4208
POTBELLY SANDWICH WORKS,MANHATTAN,19,WEST   45 STREET,10036,(917)595-1141
POTBELLY SANDWICH WORKS,MANHATTAN,280,BROADWAY,10007,(646)289-4206
POTBELLY SANDWICH WORKS,MANHATTAN,30,ROCKEFELLER CENTER,10111,(646)289-4203
POTBELLY SANDWICH WORKS,MANHATTAN,333,7TH AVE,10001,(646)291-8460
POTBELLY SANDWICH WORKS,MANHATTAN,46,WEST   56 STREET,10019,(312)951-0600
POTBELLY SANDWICH WORKS,MANHATTAN,501,7 AVENUE,10018,(646)289-4205
POTBELLY SANDWICH WORKS,MANHATTAN,90,BROAD STREET,10004,(646)289-4211
POTENTIAL VEGETAL (PV HERBS & VITAMINS) INC,BROOKLYN,730,FLATBUSH AVE,11226,(347)240-4670
POULETTE,MANHATTAN,304,E 49TH ST,10017,(347)420-0714
POULETTE,MANHATTAN,790,9TH AVE,10019,(212)956-9488
POURING RIBBONS,MANHATTAN,225,AVENUE B,10009,(917)656-6788
PP BOY JAPAN TERIYAKI AND SUSHI,QUEENS,9022,161ST ST,11432,(718)523-2726
PPL COFFEE,BROOKLYN,233,S 1ST ST,11211,(646)246-3525
PQR,MANHATTAN,1631,2ND AVE,10028,(917)435-7736
PR Sazon,BRONX,3285,WESTCHESTER AVE,10461,(718)885-2222
PRABHU KIRPA SWEETS AND RESTAURANT,QUEENS,13403,ROCKAWAY BOULEVARD,11420,(718)738-3030
PRANZO,MANHATTAN,34,WATER ST,10004,(212)344-8068
PRATT INSTITUTE - HIGGINS HALL (AVI),BROOKLYN,61,SAINT JAMES PL,11238,(917)330-5383
PRATT INSTITUTE DINING HALL,BROOKLYN,200,WILLOUGHBY AVE,11205,(631)953-6100
PRECIOUS ISLAND TEA SHOP,STATEN ISLAND,366,NEW DORP LN,10306,(718)668-2700
PRECIOUS METAL,BROOKLYN,143,TROUTMAN ST,11206,(718)381-5786
PREGO'S PIZZA,BRONX,1011,MACE AVE,10469,(718)405-5111
PRELUDE CAFE & BAR (ALLICE TULLY HALL),MANHATTAN,132,WEST   65 STREET,10023,(212)671-4200
PREMIER CAFE,MANHATTAN,856,7 AVENUE,10019,(212)757-4477
PREMIUM SWEETS & RESTAURANT,BRONX,2104,STARLING AVENUE,10462,(718)239-5900
PREMIUM SWEETS & RESTAURANT,QUEENS,3714,73 STREET,11372,(718)672-5000
PRESS 195,QUEENS,4011,BELL BOULEVARD,11361,(718)281-1950
PRESS DINING & BEER ROOM,BROOKLYN,620,ATLANTIC AVENUE,11217,(917)618-6310
PRESS ROOM,MANHATTAN,4,PENN PLZ,10121,(212)465-6273
PRESSED JUICERY,MANHATTAN,100,MAIDEN LN,10038,(646)998-4981
PRESSED JUICERY,MANHATTAN,2857,BROADWAY,10025,(212)222-2279
PRESSED JUICERY,MANHATTAN,337,PARK AVE S,10010,(646)833-7150
PRESSED JUICERY,MANHATTAN,7,E 14TH ST,10003,(646)657-0841
PRESTIGE,QUEENS,9133,63RD DR,11374,(718)275-2209
PRESTO FRESH CAFE,MANHATTAN,559,LENOX AVE,10037,(347)684-9436
PRESTO FRESH MEXICAN GRILL,MANHATTAN,429,W 125TH ST,10027,(917)409-0308
PRESTO PIZZA,STATEN ISLAND,853,CASTLETON AVE,10310,(718)448-4848
PRET A MANAGER,MANHATTAN,99,PARK AVE,10016,(646)428-0505
PRET A MANGER,MANHATTAN,1,ASTOR PL,10003,(212)328-0015
PRET A MANGER,MANHATTAN,1,PENN PLZ,10119,(646)728-0505
PRET A MANGER,MANHATTAN,100,CHURCH STREET,10007,(212)227-3108
PRET A MANGER,MANHATTAN,1020,6 AVENUE,10018,(646)688-1061
PRET A MANGER,MANHATTAN,106,WEST 32ND STREET,10001,(212)967-6760
PRET A MANGER,MANHATTAN,1071,AVENUE OF THE AMERICAS,10018,(212)840-1064
PRET A MANGER,MANHATTAN,11,WEST   42 STREET,10036,(212)997-5520
PRET A MANGER,MANHATTAN,1200,AVENUE OF THE AMERICAS,10036,(646)537-0030
PRET A MANGER,MANHATTAN,1320,YORK AVE,10021,(646)728-0505
PRET A MANGER,MANHATTAN,135,WEST   50 STREET,10020,(212)489-6458
PRET A MANGER,MANHATTAN,1350,6 AVENUE,10019,(646)609-3268
PRET A MANGER,MANHATTAN,1410,BROADWAY,10018,(212)764-6795
PRET A MANGER,MANHATTAN,1439,6TH AVE,10019,(646)791-5860
PRET A MANGER,MANHATTAN,1700,BROADWAY,10019,(646)861-3030
PRET A MANGER,MANHATTAN,1756,BROADWAY,10019,(646)964-4338
PRET A MANGER,MANHATTAN,179,BROADWAY,10007,(212)608-7501
PRET A MANGER,MANHATTAN,185,GREENWICH ST,10007,(646)728-0505
PRET A MANGER,MANHATTAN,2,PARK AVENUE,10016,(646)360-1630
PRET A MANGER,MANHATTAN,205,EAST   42 STREET,10017,(212)867-1905
PRET A MANGER,MANHATTAN,222,BROADWAY,10038,(646)707-3894
PRET A MANGER,MANHATTAN,24,WEST   23 STREET,10010,(646)885-6327
PRET A MANGER,MANHATTAN,265,MADISON AVE,10016,(212)697-0191
PRET A MANGER,MANHATTAN,2955,BROADWAY,10025,(646)728-0505
PRET A MANGER,MANHATTAN,299,7TH AVE,10001,(646)728-0505
PRET A MANGER,MANHATTAN,30,ROCKEFELLER PLAZA,10112,(212)246-6944
PRET A MANGER,MANHATTAN,303,PARK AVENUE SOUTH,10010,(212)473-2670
PRET A MANGER,MANHATTAN,319,BROADWAY,10007,(212)964-1614
PRET A MANGER,MANHATTAN,342,7 AVENUE,10001,(212)564-7579
PRET A MANGER,MANHATTAN,350,HUDSON STREET,10014,(212)847-0421
PRET A MANGER,MANHATTAN,350,PARK AVE,10022,(212)371-7540
PRET A MANGER,MANHATTAN,380,LEXINGTON AVENUE,10017,(212)697-3414
PRET A MANGER,MANHATTAN,389,5 AVENUE,10016,(212)401-8686
PRET A MANGER,MANHATTAN,400,PARK AVE S,10016,(212)447-5065
PRET A MANGER,MANHATTAN,400,PARK AVENUE,10022,(212)207-4101
PRET A MANGER,MANHATTAN,425,LEXINGTON AVENUE,10017,(212)292-3913
PRET A MANGER,MANHATTAN,425,MADISON AVENUE,10017,(646)527-0020
PRET A MANGER,MANHATTAN,485,LEXINGTON AVENUE,10017,(646)688-1052
PRET A MANGER,MANHATTAN,50,BROADWAY,10004,(212)344-0105
PRET A MANGER,MANHATTAN,530,7 AVENUE,10018,(212)575-1437
PRET A MANGER,MANHATTAN,60,BROAD STREET,10004,(212)344-0176
PRET A MANGER,MANHATTAN,600,LEXINGTON AVENUE,10022,(646)728-0505
PRET A MANGER,MANHATTAN,601,8TH AVE,10018,(646)728-0505
PRET A MANGER,MANHATTAN,62,WEST   45 STREET,10036,(212)847-0294
PRET A MANGER,MANHATTAN,639,3RD AVE,10017,(646)728-0505
PRET A MANGER,MANHATTAN,655,AVENUE OF THE AMERICAS,10010,(212)255-2087
PRET A MANGER,MANHATTAN,750,8TH AVE,10036,(646)728-0505
PRET A MANGER,MANHATTAN,757,3 AVENUE,10017,(646)688-1050
PRET A MANGER,MANHATTAN,787,SEVENTH AVE,10019,(212)262-2328
PRET A MANGER,MANHATTAN,821,BROADWAY,10003,(212)673-6898
PRET A MANGER,MANHATTAN,825,8 AVENUE,10019,(212)459-8971
PRET A MANGER,MANHATTAN,857,BROADWAY,10003,(646)572-8010
PRET A MANGER,MANHATTAN,880,3 AVENUE,10022,(646)810-2422
PRET A MANGER,MANHATTAN,NKA,PENN STATION,10121,(646)590-1382
PRET A MANGER (USA) LIMITED,BROOKLYN,2,METROTECH CTR,11201,(646)728-0505
PRET A MANGER (USA) LIMITED,MANHATTAN,300,PARK AVE,10022,(646)728-0505
PRETZEL KING,QUEENS,8902,165 STREET,11432,(646)886-9043
PRETZEL MAKER,BRONX,200,BAYCHESTER AVE,10475,(516)791-3302
PRETZEL MAKER,QUEENS,9015,QUEENS BOULEVARD,11373,(718)271-5178
PREVITI PIZZA,MANHATTAN,122,EAST   41 STREET,10017,(212)557-4992
PRICE WATERHOUSE CAFETERIA,MANHATTAN,300,MADISON AVENUE,10017,(646)471-7230
PRIK THAI KITHCEN,QUEENS,4716,30TH AVE,11103,(718)777-1502
