,restaurant_name,borough,building_num,street,zip_code,phone_num,inspection_score,grade
19263,Reunion,Brooklyn,544,UNION AVE,11211,(917)645-2276,10.090909090909092,A
19264,Reuters Cafeteria,Manhattan,3,TIMES SQUARE,10036,(646)223-6520,11.125,A
19265,Reuters Executive Dining Room,Manhattan,3,TIMES SQUARE,10036,(646)223-6520,5.25,A
19266,Revision,Manhattan,219,AVENUE B,10009,(646)490-7271,17.75,B
19267,Revive (Food Court Bar),Queens,0,JOHN F. KENNEDY INTL AIRPORT,11430,(718)656-6210,9.2,A
19268,Revive (North Concourse) Gate 25,Queens,0,JFK INT'L AIRPORT,11430,(718)656-6210,7.0,A
19269,Revive (Sc),Queens,0,JFK INTERNATIONAL AIRPORT,11430,(718)656-6210,6.75,A
19270,Revlon Bar - Belmont Room @ Metropolitan Opera,Manhattan,NKA,LINCOLN CENTER PLAZA,10023,(212)799-3400,9.6,A
19271,Revolucion,Queens,0,JFK INTERNATIONAL AIRPORT,11430,(718)656-6210,9.428571428571429,A
19274,Rex,Manhattan,864,10 AVENUE,10019,(917)689-7320,27.318181818181817,C
19275,Rex Manor,Brooklyn,1100,60 STREET,11219,(718)854-3232,13.875,A
19276,Rey'S Smoothie,Bronx,1320,JEROME AVE,10452,(347)590-7067,21.114285714285714,B
19277,Reyes Restaurant,Queens,4754,46 STREET,11377,(718)752-9577,12.333333333333334,A
19278,Reyes Travel Juice Bar,Brooklyn,1512,NEWKIRK AVE,11226,(718)421-0806,51.22222222222222,C
19279,Reyna Restaurant,Bronx,1969,UNIVERSITY AVENUE,10453,(718)713-1593,16.823529411764707,B
19280,Reynards,Brooklyn,80,WYTHE AVENUE,11249,(718)460-8000,11.0,A
19281,Rga Cafe & Coffee Bar,Manhattan,450,W 33RD ST,10001,(973)739-9060,15.352941176470589,B
19282,Rh F&B Meatpacking,Manhattan,9,9TH AVE,10014,(212)217-2210,12.0,A
19283,Rhythm & Beets,Queens,10004,101ST AVE,11416,(917)680-7924,7.0,A
19284,Rhythm & Booze,Brooklyn,1674,10 AVENUE,11215,(718)788-9699,16.857142857142858,B
19285,Riazor Blue Tapas Bar,Queens,8905,NORTHERN BOULEVARD,11372,(718)424-8464,18.76923076923077,B
19286,Rib Shack,Queens,15706,LINDEN BLVD,11434,(718)659-7000,28.944444444444443,C
19287,Ribalta,Manhattan,2,PENN PLZ,10121,(646)269-8671,18.714285714285715,B
19288,Ribalta,Manhattan,48,EAST   12 STREET,10003,(212)777-7781,21.38095238095238,B
19289,Ricardo Steak House,Manhattan,2145,2 AVENUE,10029,(212)289-5895,12.545454545454545,A
19290,Ricas Pupusas & Mas,Queens,4755,47TH ST,11377,(929)296-0069,3.0,A
19291,Riccardo'S,Queens,2101,24 AVENUE,11102,(718)721-7777,19.555555555555557,B
19292,Rice & Beans,Brooklyn,234,4TH AVE,11215,(718)246-4635,23.75,B
19293,Rice & Beans,Queens,3086,51ST ST,11377,(631)754-9804,36.0,C
19294,Rice & Beans Lechonera,Queens,9109,SPRINGFIELD BOULEVARD,11428,(718)740-0265,16.2,B
19295,Rice & Beans Restaurant,Manhattan,744,9 AVENUE,10019,(212)265-4444,14.714285714285714,B
19296,Rice & Gold,Manhattan,50,BOWERY,10013,(646)630-8055,18.1,B
19297,Rice K Sushi & Asian Cuisine,Queens,2921,23RD AVE,11105,(646)662-1799,14.19047619047619,B
19298,Rice Thai,Brooklyn,311,7TH AVE,11215,(718)213-2557,28.5,C
19299,Rice To Riches,Manhattan,37,SPRING STREET,10012,(212)274-0008,10.818181818181818,A
19300,Rich Aroma,Manhattan,465,W 125TH ST,10027,(212)932-8706,15.625,B
19301,Rich Lane,Brooklyn,595,UNION AVENUE,11211,(646)322-3224,9.285714285714286,A
19302,Rich Restaurant Chinese Food,Bronx,2485,EASTCHESTER RD,10469,(718)655-5063,38.888888888888886,C
19303,Rich Village Restaurant,Brooklyn,6009,7 AVENUE,11220,(718)238-8628,27.977777777777778,C
19304,Richard Rogers Theatre,Manhattan,226,WEST   46 STREET,10036,(212)345-4624,11.916666666666666,A
19305,Richard'S Diner,Brooklyn,9606,AVENUE L,11236,(347)468-7180,15.26086956521739,B
19306,Richard'S Diner & Catering,Brooklyn,9112,AVENUE L,11236,(718)763-1290,17.848484848484848,B
19307,Richard'S Diner & Catering,Brooklyn,9712,SEAVIEW AVE,11236,(718)676-1152,38.577777777777776,C
19308,Richard'S Hall And Lounge,Brooklyn,9404,AVENUE L,11236,(718)975-7550,45.214285714285715,C
19309,Richards Kibbie & Orbe Llp,Manhattan,1,WORLD FINANCIAL CENTER,10281,(917)498-7201,3.3333333333333335,A
19310,Richer'S Bakery & Cafe,Queens,249-14,HORACE HARDING EXPRESSWAY,11362,(718)631-7004,23.69047619047619,B
19311,Richi Rich Palace,Queens,11017,ATLANTIC AVE,11418,(718)805-7100,29.161290322580644,C
19312,Richie Rich,Bronx,1824,CEDAR AVE,10453,(347)269-8266,7.0,A
19313,Richie Rich,Bronx,260,E 167TH ST,10456,(929)225-4490,17.941176470588236,B
19314,Richie Rich Caribbean And American Cuisine,Bronx,769,BURKE AVENUE,10467,(347)341-5551,27.77777777777778,C
19315,Richie Rich Caribbean Taste,Queens,9416,JAMAICA AVE,11421,(718)880-1539,18.666666666666668,B
19316,Richie Rich Caribbean Taste Ii,Bronx,3357,FISH AVENUE,10469,(718)708-8431,35.12820512820513,C
19317,Richie'S Burger Joint,Manhattan,2665,BROADWAY,10025,(212)410-1555,33.875,C
19318,Richie'S Place,Queens,16902,HILLSIDE AVENUE,11432,(718)297-4006,10.88888888888889,A
19319,Richmond Bagel & Gourmet Deli,Staten Island,4244,HYLAN BLVD,10312,(718)967-4244,14.857142857142858,B
19320,Richmond County Country Club,Staten Island,1122,TODT HILL ROAD,10304,(718)351-0600,9.666666666666666,A
19321,Richmond County Country Club,Staten Island,135,FLAGG PLACE,10304,(718)351-0600,11.8,A
19322,Richmond County Country Club - Pool Snack Bar,Staten Island,135,FLAGG PLACE,10304,(718)351-0600,3.6666666666666665,A
19323,Richmond County Country Club(10Th Hole),Staten Island,900,TODT HILL ROAD,10304,(718)351-0600,8.5,A
19324,Richmond County Yacht Club,Staten Island,142,MANSION AVENUE,10308,(718)356-4120,9.0,A
19325,Richmond Family Pizza,Staten Island,1060,RICHMOND RD,10304,(347)609-3076,13.0,A
19326,Richmond Republic,Staten Island,4459,AMBOY RD,10312,(347)330-2480,16.22222222222222,B
19327,Richness  Restaurant,Brooklyn,1063,RUTLAND RD,11212,(718)975-2561,24.041666666666668,B
19328,Rick'S Cabaret,Manhattan,50,WEST   33 STREET,10001,(212)372-0850,9.9,A
19329,Rick'S Cafe,Manhattan,147,WEST   43 STREET,10036,(212)869-1212,9.571428571428571,A
19330,Ricky'S Cafe,Queens,7502,37TH AVE,11372,(718)478-1360,11.142857142857142,A
19331,Ricky'S Hardee,Brooklyn,429,MOTHER GASTON BLVD,11212,(718)484-8896,17.41025641025641,B
19332,Rico Chimi,Brooklyn,1492,MYRTLE AVE,11237,(718)366-3777,16.896551724137932,B
19333,Rico Chimi,Queens,8001,ATLANTIC AVE,11421,(347)644-5343,27.875,C
19334,Rico Chimi Brooklyn,Brooklyn,2928,ATLANTIC AVE,11207,(347)715-7272,26.448275862068964,B
19335,Rico Pan Bakery,Queens,5813,WOODSIDE AVENUE,11377,(718)429-7181,10.454545454545455,A
19336,Rico Pollo #1,Queens,5537,MYRTLE AVE,11385,(718)497-1000,31.384615384615383,C
19337,Rico Pollo I,Queens,5537,MYRTLE AVENUE,11385,(718)497-1000,9.88888888888889,A
19338,Rico Pollo Ii Restaurant,Brooklyn,3352,FULTON ST,11208,(718)235-1666,18.451612903225808,B
19339,Rico Pollo Iii,Brooklyn,4523,5TH AVE,11220,(718)686-0079,24.7,B
19340,Rico'S Chicken,Queens,7427,METROPOLITAN AVE,11379,(718)806-1705,10.294117647058824,A
19341,Rico'S Chicken Pollos A La Brasa,Queens,14604,45TH AVE,11355,(718)886-1491,10.333333333333334,A
19342,Ricuras Del Rey Restaurant,Queens,8706,WOODHAVEN BLVD,11421,(718)805-0860,15.68,B
19343,Ricuras Ecuadorian Bakery,Bronx,1576,WATSON AVENUE,10472,(718)450-8363,15.736842105263158,B
19344,Ridgeway Diner,Manhattan,664,6 AVENUE,10010,(212)741-0096,14.2,B
19345,Ridgewood Eats,Queens,903,SENECA AVENUE,11385,(718)366-3287,11.625,A
19346,Right Field Deck Bar,Bronx,1,E 161ST ST,10451,(912)284-3260,6.333333333333333,A
19347,Right Field One,Staten Island,75,RICHMOND TER,10301,(718)720-9265,3.0,A
19348,Riko,Manhattan,409,8TH AVE,10001,(212)643-7555,27.431372549019606,C
19349,Riko,Queens,4322,QUEENS BLVD,11104,(718)707-0444,24.529411764705884,B
19350,Riko,Queens,7814,ROOSEVELT AVE,11372,(929)296-0370,39.75,C
19351,Riko Peruvian Cuisine,Queens,15337,HILLSIDE AVE,11432,(718)523-7282,13.565217391304348,A
19352,Riko Peruvian Cuisine,Queens,4523,GREENPOINT AVE,11104,(718)361-5721,29.804347826086957,C
19353,Rim Tin Meditterean,Queens,10402,METROPOLITAN AVE,11375,(718)674-6503,11.3,A
19354,Rimini Pastry Shoppe,Brooklyn,6822,BAY PARKWAY,11204,(718)236-0644,19.23076923076923,B
19355,Rin Thai Cuisine,Manhattan,265,WEST   23 STREET,10011,(212)675-2988,16.789473684210527,B
19356,Rincon De Los Pollos,Queens,10002,103RD AVE,11417,(718)845-4770,23.307692307692307,B
19357,Rincon Guatemalteco Inc,Queens,16002A,HILLSIDE AVE,11432,(646)363-0351,32.90909090909091,C
19358,Rincon Latino 103 Restaurant,Queens,3912,103RD ST,11368,(718)565-5888,24.6,B
19359,Rincon Latino Restaurant,Bronx,4360,WHITE PLAINS ROAD,10466,(929)222-3241,14.818181818181818,B
19360,Rincon Mexicano,Manhattan,4160,BROADWAY,10033,(646)922-7095,11.666666666666666,A
19361,Rincon Salvadoreno Restaurant,Queens,9215,149 STREET,11435,(718)526-3220,25.894736842105264,B
19362,Rinconcito,Manhattan,1846,AMSTERDAM AVE,10031,(646)420-6529,39.8,C
19363,Rinconcito Familiar Mexican Cuisine,Brooklyn,4118,5TH AVE,11232,(347)987-3681,27.955555555555556,C
19364,Rinconcito Paisa-Colombian Bakery & Restaurant,Staten Island,1976,FOREST AVENUE,10303,(718)442-0880,23.764705882352942,B
19365,Rinconcito Tepeyac,Bronx,381,EAST  138 STREET,10454,(718)401-8314,30.0625,C
19366,Ringolevio,Brooklyn,490,HUMBOLDT ST,11222,(718)938-7172,18.0625,B
19367,Rintintin,Manhattan,14,SPRING STREET,10012,(646)666-0114,21.92105263157895,B
19368,Rio Convenience Store,Brooklyn,3715,14TH AVE,11218,(718)436-3700,18.444444444444443,B
19369,Rio De La Plata Bakery,Queens,9465,CORONA AVE,11373,(718)271-5422,26.442307692307693,B
19370,Rio Grande Bbq,Queens,3702,BROADWAY,11103,(347)832-0112,16.217391304347824,B
19371,Riossi Pizza,Manhattan,4417,BROADWAY,10040,(212)304-2333,19.571428571428573,B
19372,Ripe,Manhattan,86,CLINTON ST,10002,(646)838-1054,14.8,B
19373,Ripe Juice Bar & Grill,Queens,7013,AUSTIN STREET,11375,(718)261-2881,10.5,A
19374,Rippers,Queens,8601,SHORE FRONT PKWY,11693,(925)330-3546,9.0,A
19375,Rips Malt Shop,Brooklyn,10,CLERMONT AVE,11205,(347)689-9009,15.166666666666666,B
19376,Risbo,Brooklyn,701,FLATBUSH AVE,11225,(347)225-9115,5.666666666666667,A
19377,Rise Bar,Manhattan,859,9TH AVE,10019,(917)405-7905,15.045454545454545,B
19378,Risotteria Melotti,Manhattan,309,EAST 5 STREET,10003,(646)755-8939,8.142857142857142,A
19379,Rispoli Pastry Shop,Staten Island,1184,BAY STREET,10305,(718)273-5300,10.2,A
19380,Rispoli Pastry Shop,Staten Island,29,HYATT STREET,10301,(718)273-5224,2.3333333333333335,A
19381,Ristorante Grifone,Manhattan,244,EAST 46 STREET,10017,(212)490-7275,14.666666666666666,B
19382,Ristorante Luna,Manhattan,115,MULBERRY STREET,10013,(212)433-0132,21.44736842105263,B
19383,Ristorante Settepani,Manhattan,196,LENOX AVENUE,10026,(917)492-4806,10.625,A
19384,Rita'S Ice,Staten Island,2655,RICHMOND AVE,10314,(347)803-9496,4.0,A
19386,Ritas,Brooklyn,1327,SURF AVE,11224,(718)266-7482,19.76923076923077,B
19387,Ritas Ice,Brooklyn,1317,E 17TH ST,11230,(718)902-4866,9.5,A
19388,Ritmo'S 60,Queens,3223,STEINWAY STREET,11103,(718)204-1101,10.666666666666666,A
19389,Ritz Diner,Manhattan,1133,1 AVENUE,10065,(212)319-4993,20.72093023255814,B
19390,Ritz West Indian Cuisine,Brooklyn,926,CLARKSON AVENUE,11203,(718)342-1877,16.058823529411764,B
19391,Riu Plaza (Fashion Bar & Kitchen/Grab & Go),Manhattan,305,W 46TH ST,10036,(305)333-3264,21.653846153846153,B
19392,River Dock Bar & Grill,Staten Island,1,RICHMOND TER,10301,(718)273-0809,26.98181818181818,B
19393,River Japanese Cuisine,Queens,3718,MAIN ST,11354,(718)886-9880,12.882352941176471,A
19394,River Japanese Cuisine,Queens,6144,SPRINGFIELD BOULEVARD,11364,(718)747-7390,17.235294117647058,B
19396,Rivera'S Cafe And Restaurant,Queens,1028,BEACH 20TH ST,11691,(718)337-5688,22.666666666666668,B
19397,Riverdale Bagels,Bronx,5650,RIVERDALE AVENUE,10471,(718)601-4502,11.666666666666666,A
19398,Riverdale Diner,Bronx,3657,KINGSBRIDGE AVENUE,10463,(718)884-6050,20.153846153846153,B
19399,Riverdale Pie Guys,Bronx,5784,MOSHOLU AVENUE,10471,(718)708-6128,17.51851851851852,B
19400,Riverdale Second Helping,Bronx,3532,JOHNSON AVENUE,10463,(718)548-1818,18.0,B
19401,Riverdale Steak House,Bronx,5700,RIVERDALE AVENUE,10471,(718)549-9946,13.545454545454545,A
19402,Riverdale Yacht Club,Bronx,800,WEST 254 STREET & HUDSON RIVER,10471,(718)543-0792,22.764705882352942,B
19403,Riverpark,Manhattan,450,E 29TH ST,10016,(212)810-1814,12.307692307692308,A
19404,Riverside Cafe,Manhattan,475,RIVERSIDE DRIVE,10115,(212)870-3043,13.571428571428571,A
19405,Riviera,Queens,3448,STEINWAY STREET,11101,(718)937-6664,13.4375,A
19406,Riviera Caterers,Brooklyn,2780,STILLWELL AVENUE,11224,(718)372-3031,10.714285714285714,A
19407,Riviera Mediterranean,Staten Island,1828,HYLAN BLVD,10305,(347)466-5636,23.153846153846153,B
19408,Riviera Ristorante,Queens,1712,UTOPIA PARKWAY,11357,(718)352-2225,18.0,B
19409,Rivoli Pizza Ii,Manhattan,501,HUDSON ST,10014,(718)721-1583,30.625,C
19410,Rivoli Pizza Restaurant,Manhattan,176,7 AVENUE SOUTH,10014,(212)691-2704,22.476190476190474,B
19411,Rizzo Fine Pizza,Manhattan,17,CLINTON STREET,10002,(646)454-1262,16.19047619047619,B
19412,Rizzo'S Fine Pizza,Queens,3013,STEINWAY STREET,11103,(718)721-9862,16.3,B
19413,Rjc Family'S Cafe,Bronx,2378,JEROME AVENUE,10468,(718)220-4888,11.5,A
19414,Rmm Lounge,Bronx,658,DAWSON ST,10455,(718)597-7347,10.75,A
19415,Rmr Cafe (Bowling Alley),Brooklyn,6161,STRICKLAND AVENUE,11234,(718)763-3333,7.4,A
19416,Roadhouse Restaurant,Staten Island,1402,CLOVE ROAD,10301,(718)447-0033,10.416666666666666,A
19417,Roast & Co,Queens,8060,LEFFERTS BLVD,11415,(718)489-8370,12.0,A
19418,Roast Kitchen,Manhattan,199,WATER ST,10038,(212)269-2590,24.692307692307693,B
19419,Roast Kitchen,Manhattan,209,W 57TH ST,10019,(646)912-9920,15.65,B
19420,Roast Kitchen,Manhattan,27,E 13TH ST,10003,(212)776-4053,13.666666666666666,A
19421,Roast Kitchen,Manhattan,423,MADISON AVE,10017,(212)753-6587,14.652173913043478,B
19422,Roast Kitchen,Manhattan,520,8TH AVE,10018,(917)497-6029,14.333333333333334,B
19423,Roast Kitchen,Manhattan,58,E 56TH ST,10022,(212)776-4395,13.666666666666666,A
19424,Roast Kitchen,Manhattan,740,7TH AVE,10019,(212)399-9100,18.24,B
19425,Roast Kitchen,Manhattan,870,BROADWAY,10003,(212)529-9100,13.307692307692308,A
19426,Roast N Co,Queens,10012,QUEENS BLVD,11375,(718)263-6000,18.15,B
19427,Roast&Co,Queens,8260,AUSTIN ST,11415,(718)850-5050,8.0,A
19428,Roasted Masala,Manhattan,914,COLUMBUS AVE,10025,(917)388-3586,10.0,A
19429,Roasting Plant,Manhattan,81,ORCHARD STREET,10002,(212)775-7755,22.482758620689655,B
19430,Rob And Tony'S Pizza,Queens,6635,GRAND AVE,11378,(347)272-4414,17.0,B
19431,Robert,Manhattan,2,COLUMBUS CIRCLE,10019,(212)299-7730,12.625,A
19432,Roberta'S,Brooklyn,43,BOGART STREET,11206,(718)417-1118,14.533333333333333,B
19433,Roberta'S Pizza,Manhattan,230,PARK AVE,10169,(646)747-0820,10.0,A
19434,Roberta'S Pizza,Manhattan,570,LEXINGTON AVE,10022,(917)338-6201,12.166666666666666,A
19435,Roberta'S Pizza & Bakery,Brooklyn,261,MOORE ST,11206,(718)417-1118,13.352941176470589,A
19436,Roberto'S,Bronx,603,CRESCENT AVENUE,10458,(718)733-9503,21.275862068965516,B
19437,Robin Sayv Cool Running Caribbean Restaurant,Brooklyn,801,ROGERS AVE,11226,(347)749-0018,24.325,B
19438,Robusta  Espresso Bar,Manhattan,50,W 47TH ST,10036,(212)302-0242,17.4,B
19439,Roca Tone Seafood Restaurant,Bronx,3740,WHITE PLAINS ROAD,10467,(718)654-6480,21.129032258064516,B
19440,Rocca/Cafe-Lounge,Brooklyn,2712,EMMONS AVE,11235,(718)769-2525,24.772727272727273,B
19441,Rocco Pizza,Brooklyn,765,DEKALB AVENUE,11216,(718)218-9200,10.454545454545455,A
19442,Rocco Pizza Iii,Brooklyn,330,HALSEY STREET,11216,(718)573-9200,18.125,B
19443,Rocco'S Italian Sausages & Philly Cheesesteaks,Queens,5010,NORTHERN BOULEVARD,11101,(718)204-0478,7.25,A
19444,Rocco'S Pizza,Bronx,397,BEDFORD PARK BOULEVARD,10458,(718)295-6793,14.095238095238095,B
19445,Rocco'S Pizzeria,Brooklyn,123,BRIGHTON BEACH AVENUE,11235,(718)372-9180,25.314285714285713,B
19446,Rocco'S Pizzeria,Brooklyn,7818,5TH AVE,11209,(718)238-7658,23.0,B
19447,Rocco'S Steakhouse,Manhattan,72,MADISON AVE,10016,(212)696-9660,8.333333333333334,A
19448,Rocco'S Tacos & Tequila Bar,Brooklyn,339,ADAMS ST,11201,(718)246-8226,25.130434782608695,B
19449,Roccos,Manhattan,162,7TH AVE,10011,(212)633-9555,12.4,A
19450,Rochdale Chicken And Fish,Queens,11829,GUY R BREWER BLVD,11434,(718)593-7674,23.72222222222222,B
19451,Rock Center Cafe,Manhattan,610,5 AVENUE,10020,(212)332-7620,23.333333333333332,B
19452,Rock Cw,Manhattan,600,5TH AVE,10020,(212)523-0850,3.0,A
19453,Rocka Rolla,Brooklyn,486,METROPOLITAN AVE,11211,(917)566-7699,14.222222222222221,B
19454,Rockaway Beach Bakery,Queens,8710,ROCKAWAY BEACH BLVD,11693,(347)727-7680,9.25,A
19455,Rockaway Beach Golf,Queens,219,B. 100TH ST,11694,(718)474-4653,25.125,B
19456,Rockaway Beach Surf Club,Queens,302,BEACH 87TH ST,11693,(917)559-4823,8.75,A
19457,Rockaway Cafe,Queens,0,JFK BUILDING 250,11430,(718)687-8507,24.6,B
19458,Rockaway Crown,Queens,11509,ROCKAWAY BEACH BLVD,11694,(718)318-5102,48.526315789473685,C
19459,Rockaway Grill & Meat Shop,Queens,14116,ROCKAWAY BLVD,11436,(917)442-8826,32.285714285714285,C
19460,Rockaway Kennedy Chicken & Grill,Queens,9621,ROCKAWAY BLVD,11417,(718)322-2167,8.0,A
19461,Rockaway Plaza,Queens,16045,ROCKAWAY BLVD,11434,(718)528-7675,12.0,A
19462,Rockaway Roasters,Queens,9206,ROCKAWAY BEACH BLVD,11693,(718)474-2500,13.083333333333334,A
19463,Rockaway Roti Shop,Queens,12221,ROCKAWAY BOULEVARD,11420,(718)659-8844,18.054054054054053,B
19464,Rockbar,Manhattan,185,CHRISTOPHER ST,10014,(212)675-1864,12.0,A
19465,Rockefeller Ave- Employee Dining,Manhattan,1252,YORK AVE,10065,(212)327-7890,9.0,A
19466,Rockefeller Foundation,Manhattan,420,5 AVENUE,10018,(212)852-8235,11.0,A
19467,Rockefeller University,Manhattan,1188,YORK AVE,10065,(212)327-8893,13.0,A
19468,Rockefeller University - Employee Dining,Manhattan,1248,YORK AVE,10065,(212)327-8894,16.0,B
19469,Rockmeisha,Manhattan,11,BARROW STREET,10014,(212)675-7775,16.5,B
19470,Rockway Beach Club,Queens,9701,SHORE FRONT PKWY,11693,(917)331-6910,10.6,A
19471,Rockwell Place,Brooklyn,31,ROCKWELL PL,11217,(917)909-1093,41.666666666666664,C
19472,Rockwell'S,Manhattan,105,BROAD ST,10004,(212)363-3030,21.857142857142858,B
19473,Rockwood Music Hall,Manhattan,190,ALLEN STREET,10002,(212)477-4155,12.0,A
19474,Rockwood Music Hall (Stage Zero),Manhattan,196,ALLEN STREET,10002,(212)477-4155,13.727272727272727,A
19475,Rocky Mcbride'S,Queens,2701,23 AVENUE,11105,(718)777-2723,9.0,A
19476,Rocky Sullivan'S,Brooklyn,46,BEARD ST,11231,(718)246-8050,18.3,B
19477,Rocky'S Bar & Restaurant,Manhattan,460,W 34TH ST,10001,(212)244-0004,15.375,B
19478,Rocky'S Pizzeria & Restaurant Ii,Manhattan,607,2 AVENUE,10016,(212)683-4151,22.71875,B
19479,Rockys & Nickys Pizzeria,Brooklyn,6824,COLONIAL ROAD,11220,(718)475-1999,19.733333333333334,B
19480,Roclyn'S Seafood & Soul,Bronx,969,OGDEN AVE,10452,(347)270-4247,30.08,C
19481,Roebling Pizza,Brooklyn,326,ROEBLING ST,11211,(718)782-5042,8.166666666666666,A
19482,Roebling Sporting Club,Brooklyn,225,NORTH    8 STREET,11211,(718)388-3088,10.0,A
19483,Roey'S,Manhattan,1,PERRY ST,10014,(646)864-1200,9.0,A
19484,Rogelio'S Pizza,Brooklyn,298,IRVING AVE,11237,(718)456-1005,16.875,B
19485,Roger Williams Hotel,Manhattan,131,MADISON AVENUE,10016,(212)448-7000,20.333333333333332,B
19486,Rogers,Queens,203,BEACH 116TH ST,11694,(718)634-3263,7.5,A
19487,Rogner Cafe & Lounge,Queens,6359,FOREST AVENUE,11385,(516)749-2724,24.52173913043478,B
19488,Rokc,Manhattan,3452,BROADWAY,10031,(347)743-4764,21.576923076923077,B
19489,Rokhat Restaurant,Queens,6535,AUSTIN ST,11374,(347)242-3087,14.375,B
19490,Roland And Kennedy Jerk Spot,Brooklyn,510,E 94TH ST,11212,(347)789-4669,39.8936170212766,C
19491,Rolen Bagel,Bronx,3601,RIVERDALE AVE,10463,(718)601-5375,18.22222222222222,B
19492,Rolf'S German Restaurant,Manhattan,281,3 AVENUE,10010,(212)477-4750,18.083333333333332,B
19493,Roll & Katsu Kitchen,Manhattan,11,W 32ND ST,10001,(212)967-1678,11.25,A
19494,Roll-N-Roaster,Brooklyn,2901,EMMONS AVENUE,11235,(718)769-6000,12.615384615384615,A
19495,Rollerjam Usa,Staten Island,236,RICHMOND VALLEY ROAD,10309,(718)605-6600,12.555555555555555,A
19496,Rollin Greens,Queens,24777,JAMAICA AVENUE,11426,(718)343-3313,15.4,B
19497,Rolling Cow,Brooklyn,5100,KINGS PLZ,11234,(305)562-8888,23.666666666666668,B
19498,Rolling Cow,Staten Island,2655,RICHMOND AVE,10314,(646)875-8879,16.363636363636363,B
19499,Rolln,Manhattan,38,E 23RD ST,10010,(646)869-0826,5.0,A
19500,Rolly,Queens,25201,NORTHERN BLVD,11362,(973)670-4858,10.333333333333334,A
19501,Rolly Kimbab,Queens,16316,NORTHERN BLVD,11358,(718)661-1544,18.954545454545453,B
19502,Rolly Kimbab,Queens,6123,SPRINGFIELD BLVD,11364,(347)408-4172,15.85,B
19503,Roma Bagels And Pastry Cafe,Queens,3331,FRANCIS LEWIS BLVD,11358,(718)886-4800,10.0,A
19504,Roma Bar & Grill,Brooklyn,2001,STILLWELL AVENUE,11223,(347)820-0792,16.0,B
19505,Roma Pizza,Bronx,735,ALLERTON AVE,10467,(718)798-4825,19.807692307692307,B
19506,Roma Pizza,Brooklyn,85,7 AVENUE,11217,(718)783-7334,22.685714285714287,B
19507,Roma Pizza,Manhattan,1572,3RD AVE,10128,(212)369-3455,25.304347826086957,B
19508,Roma Pizza & Pasta,Queens,1001,36TH AVE,11106,(718)626-6300,23.142857142857142,B
19509,Roma View Catering,Queens,16005,CROSS BAY BOULEVARD,11414,(718)641-3100,20.272727272727273,B
19510,Roman'S,Brooklyn,243,DEKALB AVENUE,11205,(718)622-5300,17.5,B
19511,Romance Bar And Restaurant,Staten Island,163,VAN PELT AVE,10303,(718)816-4844,9.333333333333334,A
19512,Romanian Garden,Queens,4306,43 AVE,11104,(718)786-7894,24.81578947368421,B
19513,Romanos Famous Pizza,Queens,3221,BROADWAY,11106,(718)626-5292,14.85,B
19514,Romanticos,Queens,7607,ROOSEVELT AVE,11372,(929)320-2227,25.333333333333332,B
19515,Romeo & Juliet Coffee House,Manhattan,555,W 42 STREET,10036,(646)707-3789,16.235294117647058,B
19516,Romeo'S Italian Ristorante,Queens,7427,37TH AVE,11372,(718)458-2174,29.2,C
19517,Romeo'S Pizza,Queens,13424,CROSSBAY BOULEVARD,11417,(718)845-3300,8.2,A
19518,Romeo'S Pizzeria,Queens,18808,UNION TURNPIKE,11366,(718)454-4223,18.076923076923077,B
19519,Romeo'S Pizzeria,Staten Island,34,JEFFERSON BLVD,10312,(718)356-3300,25.142857142857142,B
19520,Ron Ben-Israel Cakes,Manhattan,247,W 38TH ST,10018,(212)625-3369,5.0,A
19521,Ronald Pitusa Bakery,Bronx,1812,WHITE PLAINS ROAD,10462,(718)828-6917,14.1875,B
19522,Rondel,Brooklyn,2006,CONEY ISLAND AVE,11223,(347)371-9276,19.642857142857142,B
19524,Rong Hua Chinese Restaurant,Queens,13119,JAMAICA AVENUE,11418,(718)441-4031,11.0,A
19525,Rong Rong Cafe,Queens,3146,GREENPOINT AVE,11101,(929)462-0313,14.88888888888889,B
19526,Roni Lira Brothers Pizza,Queens,4444,COLLEGE POINT BLVD,11355,(347)610-0497,14.789473684210526,B
19527,Ronin Stones,Manhattan,69A,CLINTON ST,10002,(646)882-0510,34.0,C
19528,Ronnie'S Sandwich Shoppe,Staten Island,2300,HYLAN BLVD,10306,(347)463-2437,23.2,B
19529,Roof At Park South,Manhattan,124,E 28TH ST,10016,(212)204-5222,14.857142857142858,B
19530,Rooftop  Lounge,Brooklyn,3052-3078,W 21ST ST,11224,(917)304-9069,14.285714285714286,B
19531,Rooftop Bar,Brooklyn,97,WYTHE AVE,11249,(212)470-6917,63.75,C
19532,Rookie'S Sports Bar & Grill,Staten Island,1549,ARTHUR KILL RD,10312,(718)948-0200,28.5,C
19533,Room Cafe,Queens,3530,FARRINGTON STREET,11354,(718)353-7047,8.25,A
19534,Room Mate Grace Hotel,Manhattan,125,WEST   45 STREET,10036,(212)354-2323,18.85,B
19535,Room Service,Manhattan,690,9TH AVE,10036,(212)582-0999,17.333333333333332,B
19536,Room Service Kitchen,Manhattan,1535,BROADWAY,10036,(212)398-1900,7.4,A
19537,Rooster'S Fried Chicken & Pizza,Queens,4812,BROADWAY,11103,(718)406-9661,15.5,B
